speciesId,phylum,class,subclass,order,sub-order,infraorder,section,subsection,superfamily,family,subfamily,tribe,genus,subgenus,species,subspecies,taxonName,cleanup changes,source_file,Data cleanup changes,Unnamed: 17,subphylum,taxon,Unnamed: 19,14, speciesId,data cleanup changes,query,issue,query ,superorder,domain ,kingdom,Unnamed: 16,Unnamed: 18,section/parvorder,changes,Column,Column2,Column3,Column4,Column5,Column6,Column7,infraclass,commonName,Unnamed: 21,subphylum ,cleanup changes/comments,species2,Column8,Column9,cleanup changes ,Unnamed: 22,Unnamed: 20,clade 1,clade 2,clade 3,Unnamed: 23
A-Platyhelminthes-000101,Platyhelminthes,,,Polycladida,Cotylea,,,,,Pseudocerotidae,,,,,,,Pseudocerotidae sp. 6,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Cot-Pseudocerotidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000102,Platyhelminthes,,,Polycladida,Cotylea,,,,,Pseudocerotidae,,,Thysanozoon,,,,<i>Thysanozoon</i> sp. 1,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Cot-Pseudocerotidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000103,Platyhelminthes,,,Polycladida,Cotylea,,,,,Pseudocerotidae,,,Thysanozoon,,lagidium,,<i>Thysanozoon lagidium</i>,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Cot-Pseudocerotidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000104,Platyhelminthes,,,Polycladida,Cotylea,,,,,Pseudocerotidae,,,Tytthosoceros,,,,<i>Tytthosoceros</i> sp. 1,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Cot-Pseudocerotidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000105,Platyhelminthes,,,Polycladida,Cotylea,,,,,Pseudocerotidae,,,Tytthosoceros,,,,<i>Tytthosoceros</i> sp. 2,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Cot-Pseudocerotidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000106,Platyhelminthes,,,Polycladida,Acotylea,,,,,,,,,,,,Acotylea sp. 1,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000107,Platyhelminthes,,,Polycladida,Acotylea,,,,,,,,,,,,Acotylea sp. 2,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000108,Platyhelminthes,,,Polycladida,Acotylea,,,,,,,,,,,,Acotylea sp. 3,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000109,Platyhelminthes,,,Polycladida,Acotylea,,,,,,,,,,,,Acotylea sp. 4,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000110,Platyhelminthes,,,Polycladida,Acotylea,,,,,,,,,,,,Acotylea sp. 5,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000111,Platyhelminthes,,,Polycladida,Acotylea,,,,,,,,,,,,Acotylea sp. 6,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000112,Platyhelminthes,,,Polycladida,Acotylea,,,,,,,,,,,,Acotylea sp. 7,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000113,Platyhelminthes,,,Polycladida,Acotylea,,,,,,,,,,,,Acotylea sp. 8,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000114,Platyhelminthes,,,Polycladida,Acotylea,,,,,,,,,,,,Acotylea sp. 9,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000115,Platyhelminthes,,,Polycladida,Acotylea,,,,,,,,,,,,Acotylea sp. 10,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000116,Platyhelminthes,,,Polycladida,Acotylea,,,,,,,,,,,,Acotylea sp. 11,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000117,Platyhelminthes,,,Polycladida,Acotylea,,,,,,,,,,,,Acotylea sp. 12,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000118,Platyhelminthes,,,Polycladida,Acotylea,,,,,,,,,,,,Acotylea sp. 13,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000119,Platyhelminthes,,,Polycladida,Acotylea,,,,,,,,,,,,Acotylea sp. 14,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000120,Platyhelminthes,,,Polycladida,Acotylea,,,,,,,,,,,,Acotylea sp. 15,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000121,Platyhelminthes,,,Polycladida,Acotylea,,,,,,,,,,,,Acotylea sp. 16,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000122,Platyhelminthes,,,Polycladida,Acotylea,,,,,,,,,,,,Acotylea sp. 17,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000123,Platyhelminthes,,,Polycladida,Acotylea,,,,,,,,,,,,Acotylea sp. 18,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000124,Platyhelminthes,,,Polycladida,Acotylea,,,,,,,,,,,,Acotylea sp. 19,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000125,Platyhelminthes,,,Polycladida,Acotylea,,,,,Gnesiocerotidae,,,Gnesioceros,,sargassicola,,<i>Gnesioceros</i> cf. <i>sargassicola</i>,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Gnesiocerotidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000126,Platyhelminthes,,,Polycladida,Acotylea,,,,,Limnostylochidae,,,,,,,Limnostylochidae sp. 1,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Limnostylochidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000127,Platyhelminthes,,,Polycladida,Acotylea,,,,,Limnostylochidae,,,,,,,Limnostylochidae sp. 2,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Limnostylochidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000128,Platyhelminthes,,,Polycladida,Acotylea,,,,,Callioplanidae,,,Meixneria,,furva,,<i>Meixneria</i> cf. <i>furva</i>,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Callioplanidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000129,Platyhelminthes,,,Polycladida,Acotylea,,,,,Planoceridae,,,,,,,Planoceridae sp. 1,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Planoceridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000130,Platyhelminthes,,,Polycladida,Acotylea,,,,,Planoceridae,,,,,,,Planoceridae sp. 2,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Planoceridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000131,Platyhelminthes,,,Polycladida,Acotylea,,,,,Planoceridae,,,,,,,Planoceridae sp. 3,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Planoceridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000132,Platyhelminthes,,,Polycladida,Acotylea,,,,,Planoceridae,,,,,,,Planoceridae sp. 4,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Planoceridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000133,Platyhelminthes,,,Polycladida,Acotylea,,,,,Planoceridae,,,,,,,Planoceridae sp. 5,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Planoceridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000134,Platyhelminthes,,,Polycladida,Acotylea,,,,,Planoceridae,,,,,,,Planoceridae sp. 6,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Planoceridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000135,Platyhelminthes,,,Polycladida,Acotylea,,,,,Planoceridae,,,,,,,Planoceridae sp. 7,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Planoceridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000136,Platyhelminthes,,,Polycladida,Acotylea,,,,,Stylochidae,,,,,,,Stylochidae sp. 1,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Stylochidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000137,Platyhelminthes,,,Polycladida,Acotylea,,,,,Stylochidae,,,,,,,Stylochidae sp. 2,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Stylochidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000138,Platyhelminthes,,,Polycladida,Acotylea,,,,,Stylochidae,,,,,,,Stylochidae sp. 3,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Stylochidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000139,Platyhelminthes,,,Polycladida,Acotylea,,,,,Stylochidae,,,,,,,Stylochidae sp. 4,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Stylochidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000140,Platyhelminthes,,,Polycladida,Acotylea,,,,,Stylochidae,,,,,,,Stylochidae sp. 5,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Stylochidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000141,Platyhelminthes,,,Polycladida,Acotylea,,,,,Stylochidae,,,,,,,Stylochidae sp. 6,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Stylochidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000142,Platyhelminthes,,,Polycladida,Acotylea,,,,,Stylochidae,,,,,,,Stylochidae sp. 7,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Stylochidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000143,Platyhelminthes,,,Polycladida,Acotylea,,,,,Stylochidae,,,,,,,Stylochidae sp. 8,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Poly-Acot-Stylochidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Platyhelminthes-000144,Platyhelminthes,,,Tricladida,Continenticola,,,,,Geoplanidae,,,Diversibipalium,,engeli,,<i>Diversibipalium engeli</i>,,(checked) Database - A-Platyhelminthes.xlsx,,,Rhabditophora,A-Platy-Tri-Con-Geoplanidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000001,Porifera,,,,,,,,,,,,,,,,Algae sponge sp.,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000002,Porifera,,,,,,,,,,,,,,,,Boring sponge sp. 1,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000003,Porifera,,,,,,,,,,,,,,,,Boring sponge sp. 2,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000004,Porifera,,,,,,,,,,,,,,,,Burrowing sponge sp.,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000007,Porifera,,,,,,,,,,,,,,,,Sponge sp 1,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000008,Porifera,,,,,,,,,,,,,,,,Sponge sp 2,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000009,Porifera,,,,,,,,,,,,,,,,Sponge sp 3,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000010,Porifera,,,,,,,,,,,,,,,,Sponge sp 4,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000011,Porifera,,,,,,,,,,,,,,,,Sponge sp 5,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000012,Porifera,,,,,,,,,,,,,,,,Sponge sp 6,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000013,Porifera,,,,,,,,,,,,,,,,Sponge sp 7,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000014,Porifera,,,,,,,,,,,,,,,,Sponge sp 8,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000015,Porifera,,,,,,,,,,,,,,,,Sponge sp 9,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000016,Porifera,,,,,,,,,,,,,,,,Sponge sp 10,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000017,Porifera,,Heteroscleromorpha,Tetractinellida,,,,,,Geodiidae,,,Geodia,,,,<i>Geodia</i> sp.,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Hete-Tetra-Geodiidae ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000018,Porifera,,,,,,,,,,,,,,,,Sponge sp 12,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000019,Porifera,,,,,,,,,,,,,,,,Sponge sp 13,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000020,Porifera,,,,,,,,,,,,,,,,Sponge sp 14,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000021,Porifera,,,,,,,,,,,,,,,,Sponge sp 15,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000022,Porifera,,,,,,,,,,,,,,,,Sponge sp 16,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000023,Porifera,,,,,,,,,,,,,,,,Sponge sp 17,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000024,Porifera,,,,,,,,,,,,,,,,Sponge sp 18,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000025,Porifera,,,,,,,,,,,,,,,,Sponge sp 19,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000026,Porifera,,,,,,,,,,,,,,,,Sponge sp 20,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000027,Porifera,,,,,,,,,,,,,,,,Sponge sp 21,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000028,Porifera,,,,,,,,,,,,,,,,Sponge sp 22,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000029,Porifera,,,,,,,,,,,,,,,,Sponge sp 23,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000030,Porifera,,,,,,,,,,,,,,,,Sponge sp 24,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000031,Porifera,,,,,,,,,,,,,,,,Sponge sp 25,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000032,Porifera,,,,,,,,,,,,,,,,Sponge sp 26,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000033,Porifera,,,,,,,,,,,,,,,,Sponge sp 27,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000034,Porifera,,,,,,,,,,,,,,,,Sponge sp 28,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000035,Porifera,,,,,,,,,,,,,,,,Sponge sp 29,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000036,Porifera,,,,,,,,,,,,,,,,Sponge sp 30,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000037,Porifera,,,,,,,,,,,,,,,,Sponge sp 31,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000038,Porifera,,,,,,,,,,,,,,,,Sponge sp 32,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000039,Porifera,,,,,,,,,,,,,,,,Sponge sp 33,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000040,Porifera,,,,,,,,,,,,,,,,Sponge sp 34,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000041,Porifera,,,,,,,,,,,,,,,,Sponge sp 35,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000042,Porifera,,Heteroscleromorpha,Haplosclerida,,,,,,Callyspongidae,,,Callyspongia,,,,<i>Callyspongia</i> sp.,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Hete-Haplo-Callyspongiidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000043,Porifera,,Heteroscleromorpha,Haplosclerida,,,,,,Callyspongidae,,,Callyspongia,,diffusa,,<i>Callyspongia diffusa</i>,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Hete-Haplo-Callyspongiidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000044,Porifera,,Heteroscleromorpha,Haplosclerida,,,,,,Callyspongidae,,,Callyspongia,,samarensis,,<i>Callyspongia samarensis</i>,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Hete-Haplo-Callyspongiidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000045,Porifera,,Heteroscleromorpha,Poecilosclerida,,,,,,Microcionidae,,,Clathria,,reinwardti,,<i>Clathria reinwardti</i>,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Hete-Poe-Microcionidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000046,Porifera,,Heteroscleromorpha,Poecilosclerida,,,,,,Isodictyidae,,,Coelocarteria,,singaporensis,,<i>Coelocarteria singaporensis</i>,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Hete-Poe-Isodictyidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000047,Porifera,,Keratosa,Dictyoceratida,,,,,,Thorectidae,,,Dactylospongia,,elegans,,<i>Dactylospongia elegans</i>,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Kera-Dict-Thorectidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000048,Porifera,,Heteroscleromorpha,Axinellida,,,,,,Raspailiidae,,,Echinodictyum,,conulosum,,<i>Echinodictyum conulosum</i>,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Hete-Axin-Raspailiidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000049,Porifera,,Heteroscleromorpha,Haplosclerida,,,,,,Niphatidae,,,Gelliodes,,,,<i>Gelliodes</i> sp.,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Hete-Haplo-Niphatidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000050,Porifera,,Heteroscleromorpha,Haplosclerida,,,,,,Niphatidae,,,Gelliodes,,fibulata,,<i>Gelliodes fibulata</i>,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Hete-Haplo-Niphatidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000051,Porifera,,Heteroscleromorpha,Haplosclerida,,,,,,Chalinidae,,,Haliclona,,,,<i>Haliclona</i> sp.,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Hete-Haplo-Chalinidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000052,Porifera,,Heteroscleromorpha,Haplosclerida,,,,,,Chalinidae,,,Haliclona,,,,<i>Haliclona</i> sp.,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Hete-Haplo-Chalinidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000053,Porifera,,Heteroscleromorpha,Haplosclerida,,,,,,Chalinidae,,,Haliclona,,,,<i>Haliclona</i> sp.,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Hete-Haplo-Chalinidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000054,Porifera,,Heteroscleromorpha,Haplosclerida,,,,,,Chalinidae,,,Haliclona,,,,<i>Haliclona</i> sp.,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Hete-Haplo-Chalinidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-Porifera-000055,Porifera,,,,,,,,,,,,,,,,Sponge sp. ,,(checked) Database - A-Porifera.xlsx,,,,A-Pori-Unidentified-Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
